From,Departure Delay,Count,TotalDepartures,Std_Delay,Probability
Ke,18.0,75,50215,3.581304077812778,0.0014935776162501246
Ke,19.0,47,50215,3.581304077812778,0.0009359753061834113
Ke,20.0,49,50215,3.581304077812778,0.000975804042616748
Ke,21.0,40,50215,3.581304077812778,0.000796574728666733
Ke,22.0,44,50215,3.581304077812778,0.0008762322015334064
Ke,23.0,49,50215,3.581304077812778,0.000975804042616748
Ke,24.0,28,50215,3.581304077812778,0.0005576023100667131
Ke,25.0,25,50215,3.581304077812778,0.0004978592054167082
Ke,26.0,25,50215,3.581304077812778,0.0004978592054167082
Ke,27.0,19,50215,3.581304077812778,0.0003783729961166982
Ke,28.0,14,50215,3.581304077812778,0.00027880115503335656
Ke,29.0,19,50215,3.581304077812778,0.0003783729961166982
Ke,30.0,222,50215,3.581304077812778,0.004420989744100368
Khä,0.0,27713,42326,3.4578257795774383,0.654751216746208
Khä,1.0,7249,42326,3.4578257795774383,0.17126588857912395
Khä,2.0,2143,42326,3.4578257795774383,0.05063081793696546
Khä,3.0,1211,42326,3.4578257795774383,0.028611255493077543
Khä,4.0,809,42326,3.4578257795774383,0.01911354722865378
Khä,5.0,629,42326,3.4578257795774383,0.014860842035628218
Khä,6.0,440,42326,3.4578257795774383,0.010395501582951378
Khä,7.0,348,42326,3.4578257795774383,0.00822189670651609
Khä,8.0,251,42326,3.4578257795774383,0.005930161130274536
Khä,9.0,200,42326,3.4578257795774383,0.004725227992250626
Khä,10.0,153,42326,3.4578257795774383,0.003614799414071729
Khä,11.0,133,42326,3.4578257795774383,0.0031422766148466665
Khä,12.0,135,42326,3.4578257795774383,0.0031895288947691725
Khä,13.0,112,42326,3.4578257795774383,0.0026461276756603504
Khä,14.0,101,42326,3.4578257795774383,0.002386240136086566
Khä,15.0,77,42326,3.4578257795774383,0.001819212777016491
Khä,16.0,76,42326,3.4578257795774383,0.0017955866370552378
Khä,17.0,54,42326,3.4578257795774383,0.001275811557907669
Khä,18.0,47,42326,3.4578257795774383,0.0011104285781788972
Khä,19.0,41,42326,3.4578257795774383,0.0009686717384113783
Khä,20.0,47,42326,3.4578257795774383,0.0011104285781788972
Khä,21.0,30,42326,3.4578257795774383,0.0007087841988375939
Khä,22.0,23,42326,3.4578257795774383,0.000543401219108822
Khä,23.0,33,42326,3.4578257795774383,0.0007796626187213533
Khä,24.0,20,42326,3.4578257795774383,0.0004725227992250626
Khä,25.0,28,42326,3.4578257795774383,0.0006615319189150876
Khä,26.0,20,42326,3.4578257795774383,0.0004725227992250626
Khä,27.0,14,42326,3.4578257795774383,0.0003307659594575438
Khä,28.0,12,42326,3.4578257795774383,0.00028351367953503755
Khä,29.0,21,42326,3.4578257795774383,0.0004961489391863157
Khä,30.0,156,42326,3.4578257795774383,0.0036856778339554885
Kän,0.0,24177,33839,3.2243561421799876,0.7144714678329738
Kän,1.0,4821,33839,3.2243561421799876,0.14246874907650936
Kän,2.0,1468,33839,3.2243561421799876,0.04338189662815095
Kän,3.0,723,33839,3.2243561421799876,0.021365879606371346
Kän,4.0,517,33839,3.2243561421799876,0.015278229262094033
Kän,5.0,381,33839,3.2243561421799876,0.011259197966842991
Kän,6.0,310,33839,3.2243561421799876,0.009161027217116344
Kän,7.0,230,33839,3.2243561421799876,0.006796891161086321
Kän,8.0,173,33839,3.2243561421799876,0.005112444221164928
Kän,9.0,126,33839,3.2243561421799876,0.0037235142882472887
Kän,10.0,105,33839,3.2243561421799876,0.0031029285735394074
Kän,11.0,99,33839,3.2243561421799876,0.0029256183693371555
Kän,12.0,106,33839,3.2243561421799876,0.0031324802742397823
Kän,13.0,79,33839,3.2243561421799876,0.002334584355329649
Kän,14.0,49,33839,3.2243561421799876,0.00144803333431839
Kän,15.0,50,33839,3.2243561421799876,0.0014775850350187652
Kän,16.0,50,33839,3.2243561421799876,0.0014775850350187652
Kän,17.0,33,33839,3.2243561421799876,0.0009752061231123851
Kän,18.0,39,33839,3.2243561421799876,0.001152516327314637
Kän,19.0,27,33839,3.2243561421799876,0.0007978959189101333
Kän,20.0,27,33839,3.2243561421799876,0.0007978959189101333
Kän,21.0,18,33839,3.2243561421799876,0.0005319306126067555
Kän,22.0,20,33839,3.2243561421799876,0.0005910340140075061
Kän,23.0,23,33839,3.2243561421799876,0.0006796891161086321
Kän,24.0,16,33839,3.2243561421799876,0.0004728272112060049
Kän,25.0,16,33839,3.2243561421799876,0.0004728272112060049
Kän,26.0,13,33839,3.2243561421799876,0.000384172109104879
Kän,27.0,9,33839,3.2243561421799876,0.00026596530630337774
Kän,28.0,11,33839,3.2243561421799876,0.0003250687077041284
Kän,29.0,11,33839,3.2243561421799876,0.0003250687077041284
Kän,30.0,112,33839,3.2243561421799876,0.003309790478442034
Ngd,0.0,11815,20795,3.2828844231075722,0.5681654243808608
Ngd,1.0,5638,20795,3.2828844231075722,0.2711228660735754
Ngd,2.0,1351,20795,3.2828844231075722,0.06496754027410435
